name,type,star_rating,review_sum,address,월opening_hours,월last_order_time,화opening_hours,화last_order_time,수opening_hours,수last_order_time,목opening_hours,목last_order_time,금opening_hours,금last_order_time,토opening_hours,토last_order_time,일opening_hours,일last_order_time,contact
워레버유고,요리주점,4.53,17,서울 마포구 양화로6길 32,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음
배터리88 홍대점,요리주점,4.4,정보 없음,서울 마포구 와우산로19길 6 1층,17:00-29:00,정보 없음,17:00-29:00,정보 없음,17:00-29:00,정보 없음,17:00-29:00,정보 없음,17:00-29:00,정보 없음,17:00-29:00,정보 없음,17:00-29:00,정보 없음,0507-1487-0883
발리 슈퍼스토어,요리주점,4.36,정보 없음,서울 마포구 양화로6길 45 2층,17:00-26:00,01:30,17:00-26:00,01:30,17:00-26:00,01:30,17:00-26:00,01:30,17:00-26:00,01:30,13:00-26:00,01:30,13:00-24:00,01:30,02-323-7871
서교주담 합정,요리주점,4.75,941,서울 마포구 어울마당로5길 46 1층 서교주담 합정,17:00-24:00,정보 없음,17:00-24:00,정보 없음,17:00-24:00,정보 없음,17:00-24:00,정보 없음,17:00-26:00,정보 없음,15:00-26:00,정보 없음,15:00-24:00,정보 없음,010-5656-9309
청화접,요리주점,0.0,정보 없음,서울 마포구 동교로 268 지하1층 청화접,17:00-24:00,23:00,17:00-24:00,23:00,17:00-24:00,23:00,17:00-24:00,23:00,17:00-25:00,00:00,17:00-25:00,00:00,17:00-24:00,23:00,0507-1333-6580
배터리88 2호점 홍대입구역점,요리주점,0.0,1175,서울 마포구 어울마당로 134 1층,17:00-26:00,정보 없음,17:00-26:00,정보 없음,17:00-26:00,정보 없음,17:00-26:00,정보 없음,17:00-26:00,정보 없음,17:00-26:00,정보 없음,17:00-26:00,정보 없음,0507-1371-9555
맥주왕명주,"맥주,호프",4.73,정보 없음,서울 마포구 어울마당로 147-1 동원빌딩 1층,17:30-28:00,03:30,17:30-28:00,03:30,17:30-28:00,03:30,17:30-28:00,03:30,17:30-28:00,03:30,17:30-28:00,03:30,17:30-28:00,03:30,0507-1332-9305
붉은낙타,요리주점,0.0,449,서울 마포구 잔다리로 20-11 1층 붉은낙타,17:00-25:00,00:00,17:00-25:00,00:00,17:00-25:00,00:00,17:00-25:00,00:00,17:00-27:00,02:00,17:00-27:00,02:00,17:00-25:00,00:00,070-4833-5965
소주방,요리주점,4.5,988,"서울 마포구 동교로 266-12 1층,2층",17:00-24:00,정보 없음,17:00-24:00,정보 없음,17:00-24:00,정보 없음,17:00-24:00,정보 없음,17:00-26:00,정보 없음,16:00-26:00,정보 없음,17:00-24:00,정보 없음,0507-1351-0896
꼬요식당,요리주점,4.83,769,서울 마포구 동교로 275-1 꼬요식당,17:00-25:00,00:00,17:00-25:00,00:00,17:00-25:00,00:00,17:00-25:00,00:00,17:00-26:00,01:00,17:00-26:00,01:00,17:00-25:00,00:00,0507-1410-8917
훈민정음 서울합정점,요리주점,4.52,664,서울 마포구 독막로7길 21,17:00-26:00,정보 없음,17:00-26:00,정보 없음,17:00-26:00,정보 없음,17:00-26:00,정보 없음,16:00-28:00,정보 없음,16:00-28:00,정보 없음,17:00-26:00,정보 없음,02-336-1447
쿠시노주방,이자카야,4.39,1410,서울 마포구 동교로 218-1 지하1층 쿠시노주방,16:00-25:00,23:30,16:00-25:00,23:30,16:00-25:00,23:30,16:00-25:00,23:30,16:00-26:00,00:30,15:00-26:00,00:30,16:00-25:00,23:30,010-7245-0503
당인리극장,술집,4.53,514,서울 마포구 양화로6길 21 2층 당인리극장,휴무,정보 없음,18:00-26:00,01:00,18:00-26:00,01:00,18:00-26:00,01:00,18:00-28:00,03:00,18:00-28:00,03:00,18:00-26:00,정보 없음,070-4065-6602
술로름,요리주점,0.0,135,서울 마포구 양화로21길 33 B1,16:00-25:00,00:00,16:00-25:00,00:00,16:00-25:00,00:00,16:00-25:00,00:00,16:00-26:00,01:00,16:00-26:00,01:00,16:00-25:00,00:00,0507-1397-3412
전주상회,요리주점,4.46,754,서울 마포구 성미산로 195 106호,17:00-27:00,02:00,17:00-27:00,02:00,17:00-27:00,02:00,17:00-27:00,02:00,17:00-27:00,02:00,17:00-27:00,02:00,17:00-27:00,02:00,0507-1397-9777
상수주택,요리주점,0.0,463,서울 마포구 독막로15길 19 2층 상수주택,15:00-25:00,정보 없음,15:00-25:00,정보 없음,15:00-25:00,정보 없음,15:00-25:00,정보 없음,15:00-25:00,정보 없음,15:00-25:00,정보 없음,15:00-25:00,정보 없음,0507-1313-4083
연주방,요리주점,4.51,905,서울 마포구 동교로46길 7 주차장 쪽 반지층,17:00-24:00,정보 없음,17:00-24:00,정보 없음,17:00-24:00,정보 없음,17:00-24:00,정보 없음,16:00-25:00,정보 없음,16:00-25:00,정보 없음,16:00-24:00,정보 없음,010-4346-4026
연술집,요리주점,4.83,613,서울 마포구 연희로1길 36 2층 201호,15:00-24:00,정보 없음,15:00-24:00,정보 없음,15:00-24:00,정보 없음,15:00-24:00,정보 없음,15:00-25:00,정보 없음,15:00-25:00,정보 없음,15:00-24:00,정보 없음,0507-1358-3675
홍대공감,이자카야,0.0,834,서울 마포구 와우산로17길 10 2F,16:00-26:00,정보 없음,16:00-26:00,정보 없음,16:00-26:00,정보 없음,16:00-26:00,정보 없음,16:00-26:00,정보 없음,16:00-26:00,정보 없음,16:00-26:00,정보 없음,0507-1319-1675
무채색,요리주점,0.0,463,서울 마포구 동교로32길 19 3층,18:00-24:00,23:00,18:00-24:00,23:00,18:00-24:00,23:00,18:00-24:00,23:00,18:00-26:00,01:00,18:00-26:00,01:00,18:00-24:00,23:00,0507-1354-4046
락소울윙,요리주점,4.87,702,서울 마포구 와우산로21길 26 2층,15:00-24:00,23:30,15:00-24:00,23:30,15:00-24:00,23:30,15:00-24:00,23:30,15:00-24:00,23:30,15:00-24:00,23:30,15:00-24:00,23:30,0507-1376-4268
참새방앗간,요리주점,4.36,1306,서울 영등포구 당산로52길 8,16:00-26:00,정보 없음,16:00-26:00,정보 없음,16:00-26:00,정보 없음,16:00-26:00,정보 없음,16:00-26:00,정보 없음,16:00-26:00,정보 없음,휴무,정보 없음,02-2675-1199
홍콩포차,요리주점,0.0,753,서울 마포구 홍익로3길 44 2층,16:00-30:00,정보 없음,16:00-30:00,정보 없음,16:00-30:00,정보 없음,16:00-30:00,정보 없음,16:00-30:00,정보 없음,16:00-30:00,정보 없음,16:00-30:00,정보 없음,0507-1335-4002
양화포차,요리주점,4.72,482,서울 영등포구 선유로52길 14-1 2층,17:00-24:00,23:00,17:00-24:00,23:00,17:00-24:00,23:00,17:00-24:00,23:00,17:00-25:00,00:00,17:00-25:00,00:00,휴무,23:00,0507-1359-2521
이제,요리주점,0.0,161,서울 마포구 동교로 256-3 미소빌딩 1층,17:00-22:50,21:50,휴무,정보 없음,17:00-22:50,21:50,17:00-22:50,21:50,17:00-23:50,22:50,17:00-23:50,22:50,17:00-22:50,21:50,0507-1414-1599
미식가주택,요리주점,0.0,728,서울 마포구 와우산로 15-5 1층,18:00-24:00,23:00,18:00-24:00,23:00,18:00-24:00,23:00,18:00-24:00,23:00,18:00-24:00,23:00,17:00-23:00,22:00,17:00-23:00,23:00,0507-1329-9808
주무대,요리주점,4.55,396,서울 마포구 와우산로3길 32,17:00-24:00,정보 없음,17:00-24:00,정보 없음,17:00-24:00,정보 없음,17:00-24:00,정보 없음,17:00-25:00,정보 없음,17:00-25:00,정보 없음,17:00-24:00,정보 없음,0507-1440-1221
서교주담 망원,요리주점,0.0,523,서울 마포구 포은로 82 1층,17:00-24:00,정보 없음,17:00-24:00,정보 없음,17:00-24:00,정보 없음,17:00-24:00,정보 없음,17:00-26:00,정보 없음,15:00-26:00,정보 없음,15:00-24:00,정보 없음,010-2633-7974
동동포차DDPC,요리주점,4.7,504,서울 마포구 독막로3길 30 1층,17:00-27:00,정보 없음,17:00-27:00,정보 없음,17:00-27:00,정보 없음,17:00-27:00,정보 없음,17:00-27:00,정보 없음,17:00-27:00,정보 없음,17:00-27:00,정보 없음,02-336-0358
심야식당밤,이자카야,4.79,488,서울 마포구 와우산로29바길 16 반지층 심야식당밤,17:00-26:00,정보 없음,17:00-26:00,정보 없음,17:00-26:00,정보 없음,17:00-26:00,정보 없음,17:00-26:00,정보 없음,17:00-26:00,정보 없음,17:00-26:00,정보 없음,0507-1383-3321
지하102호 1호점,이자카야,4.72,695,서울 마포구 양화로6길 57-22 지층 102호,16:00-26:00,01:00,16:00-26:00,01:00,16:00-26:00,01:00,16:00-26:00,01:00,15:00-27:00,02:00,15:00-27:00,02:00,15:00-27:00,01:00,0507-1308-8648
조선시대,요리주점,0.0,1511,서울 마포구 홍익로3길 44 지하1층,17:30-28:00,정보 없음,17:30-28:00,정보 없음,17:30-28:00,정보 없음,17:30-28:00,정보 없음,17:30-28:00,정보 없음,17:30-28:00,정보 없음,17:30-28:00,정보 없음,0507-1478-1045
모모,이자카야,4.58,502,서울 마포구 동교로 242-6,17:00-26:00,정보 없음,17:00-26:00,정보 없음,17:00-26:00,정보 없음,17:00-26:00,정보 없음,17:00-27:00,정보 없음,17:00-27:00,정보 없음,17:00-26:00,정보 없음,0507-1369-9781
계담다,요리주점,4.42,정보 없음,"서울 마포구 동교로38길 33-20 지1층, 1층",12:00-25:00,00:00,12:00-25:00,00:00,12:00-25:00,00:00,12:00-25:00,00:00,12:00-26:00,01:00,12:00-26:00,01:00,12:00-25:00,00:00,0507-1321-1881
가로수포차,요리주점,0.0,319,서울 마포구 잔다리로6길 34-13 가로수포차,17:00-26:30,정보 없음,17:00-26:30,정보 없음,17:00-26:30,정보 없음,17:00-26:30,정보 없음,17:00-26:30,정보 없음,17:00-26:30,정보 없음,17:00-26:30,정보 없음,010-7357-2551
너랑나랑호프,"맥주,호프",4.39,826,서울 마포구 월드컵로 61,16:30-26:00,정보 없음,16:30-26:00,정보 없음,16:30-26:00,정보 없음,16:30-26:00,정보 없음,16:30-26:00,정보 없음,16:30-26:00,정보 없음,16:30-26:00,정보 없음,010-4422-5157
몽주방,요리주점,0.0,732,서울 마포구 독막로7길 20 1층,16:00-26:30,정보 없음,16:00-26:30,정보 없음,16:00-26:30,정보 없음,16:00-26:30,정보 없음,16:00-26:30,정보 없음,16:00-26:30,정보 없음,16:00-26:30,정보 없음,0507-1364-7875
당산의밤,이자카야,0.0,343,서울 영등포구 당산로 233 홍익빌딩1층,17:00-25:00,정보 없음,17:00-25:00,정보 없음,17:00-25:00,정보 없음,17:00-25:00,정보 없음,17:00-25:00,정보 없음,17:00-25:00,정보 없음,휴무,정보 없음,02-2069-0585
사카바 토리야,이자카야,0.0,825,서울 마포구 독막로3길 38 2층,휴무,정보 없음,18:00-26:00,01:30,18:00-26:00,01:30,18:00-26:00,01:30,17:00-26:00,01:30,17:00-26:00,01:30,17:00-26:00,정보 없음,0507-1353-4741
정주일가,요리주점,0.0,392,서울 마포구 포은로 66 1층 정주일가,18:00-26:00,01:00,18:00-26:00,01:00,18:00-26:00,01:00,18:00-26:00,01:00,18:00-26:00,01:00,17:00-26:00,01:00,17:00-26:00,01:00,0507-1396-4083
심야식당하스,이자카야,4.45,736,서울 마포구 연희로1길 19,17:00-25:00,정보 없음,17:00-25:00,정보 없음,17:00-25:00,정보 없음,17:00-25:00,정보 없음,17:00-26:00,정보 없음,16:00-26:00,정보 없음,16:00-25:00,정보 없음,070-8888-0198
비등점,이자카야,0.0,286,서울 마포구 동교로38안길 22 1층,17:00-26:00,01:00,휴무,정보 없음,17:00-26:00,01:00,17:00-26:00,01:00,17:00-26:00,01:00,17:00-26:00,01:00,17:00-26:00,01:00,0507-1367-3488
금호동매운닭발,요리주점,0.0,654,서울 마포구 와우산로29바길 11-3 지하1층 금호동매운닭발,16:00-26:00,01:00,16:00-26:00,01:00,16:00-26:00,01:00,16:00-26:00,01:00,16:00-26:00,01:00,16:00-26:00,01:00,휴무,01:00,0507-1461-7630
시실리,요리주점,0.0,330,서울 마포구 성미산로 198,17:00-27:00,정보 없음,17:00-27:00,정보 없음,17:00-27:00,정보 없음,17:00-27:00,정보 없음,17:00-28:00,정보 없음,17:00-28:00,정보 없음,17:00-27:00,정보 없음,0507-1309-8117
미자카야,이자카야,0.0,623,서울 마포구 포은로8길 5 1층,18:00-24:00,23:00,18:00-24:00,23:00,18:00-24:00,23:00,18:00-24:00,23:00,18:00-24:00,23:00,18:00-24:00,23:00,휴무,23:00,0507-1362-7637
복덕방내추럴막걸리집,요리주점,4.55,584,서울 마포구 포은로8길 5,휴무,정보 없음,휴무,정보 없음,18:00-24:00,23:00,18:00-24:00,23:00,18:00-24:00,23:00,16:00-24:00,23:00,16:00-24:00,정보 없음,070-8864-1414
슈퍼룸방구,포장마차,0.0,434,서울 마포구 와우산로21길 31 2층,00:00-24:00,09:00 - 16:00 브레이크타임,00:00-24:00,09:00 - 16:00 브레이크타임,00:00-24:00,09:00 - 16:00 브레이크타임,00:00-24:00,09:00 - 16:00 브레이크타임,00:00-24:00,09:00 - 16:00 브레이크타임,00:00-24:00,09:00 - 16:00 브레이크타임,00:00-24:00,09:00 - 16:00 브레이크타임,010-4269-3461
우규,이자카야,4.93,629,서울 마포구 독막로3길 21 1.5층,17:00-26:00,정보 없음,17:00-26:00,정보 없음,17:00-26:00,정보 없음,17:00-26:00,정보 없음,17:00-26:00,정보 없음,16:00-26:00,정보 없음,16:00-26:00,정보 없음,0507-1448-3465
개화기요정,요리주점,0.0,1507,서울 마포구 독막로7길 22 개화기요정,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,02-325-6677
몽주막,요리주점,0.0,267,서울 마포구 독막로9길 12 1층 몽주막,16:00-25:00,00:30,16:00-25:00,00:30,16:00-25:00,00:30,16:00-25:00,00:30,16:00-26:30,02:00,15:00-26:30,02:00,15:30-25:00,00:30,0507-1353-3844
쏘슐랭,요리주점,4.73,760,서울 마포구 동교로46길 9 상가1층,17:00-24:00,23:00,17:00-24:00,23:00,17:00-24:00,23:00,17:00-24:00,23:00,17:00-24:00,23:00,17:00-24:00,23:00,17:00-24:00,23:00,0507-1397-8483
당산곶,요리주점,4.43,726,서울 영등포구 당산로51길 1 1층,17:00-24:00,정보 없음,17:00-24:00,정보 없음,17:00-24:00,정보 없음,17:00-24:00,정보 없음,17:00-24:00,정보 없음,17:00-24:00,정보 없음,휴무,정보 없음,02-2677-5110
주섬주섬,요리주점,4.74,598,서울 마포구 와우산로21길 36-12,휴무,정보 없음,16:00-23:00,정보 없음,16:00-23:00,정보 없음,16:00-23:00,정보 없음,16:00-24:00,정보 없음,16:00-24:00,정보 없음,16:00-23:00,정보 없음,0507-1325-5230
쿠시파파,이자카야,4.63,458,서울 마포구 동교로 256-4 지층 쿠시파파,17:00-25:00,정보 없음,17:00-25:00,정보 없음,17:00-25:00,정보 없음,17:00-25:00,정보 없음,17:00-27:00,정보 없음,17:00-27:00,정보 없음,17:00-25:00,정보 없음,0507-1323-3889
술생술사,요리주점,0.0,663,서울 마포구 독막로3길 51 술생술사,17:00-26:00,01:30,17:00-26:00,01:30,17:00-26:00,01:30,17:00-26:00,01:30,17:00-26:00,01:30,15:00-26:00,01:30,17:00-24:00,01:30,정보 없음
웅장,요리주점,0.0,217,서울 마포구 포은로 73 1층,17:00-25:00,00:00,17:00-25:00,00:00,17:00-25:00,00:00,17:00-25:00,00:00,17:00-25:00,00:00,17:00-25:00,00:00,휴무,00:00,0507-1308-6389
이주방,요리주점,4.57,581,서울 마포구 연희로 33 2층,17:00-24:00,정보 없음,휴무,정보 없음,17:00-24:00,정보 없음,17:00-24:00,정보 없음,17:00-24:00,정보 없음,17:00-24:00,정보 없음,17:00-24:00,정보 없음,0507-1373-3618
