name,type,star_rating,review_sum,address,월opening_hours,월last_order_time,화opening_hours,화last_order_time,수opening_hours,수last_order_time,목opening_hours,목last_order_time,금opening_hours,금last_order_time,토opening_hours,토last_order_time,일opening_hours,일last_order_time,contact
호요 홍대점,이자카야,0.0,204,서울 마포구 와우산로21길 20-11 1층,휴무,정보 없음,16:30-25:00,23:50,16:30-25:00,23:50,16:30-25:00,23:50,16:30-25:00,23:50,13:00-25:00,23:50,13:00-23:50,정보 없음,0507-1471-0827
한잔하다,요리주점,0.0,104,서울 마포구 동교로34길 9 2층,17:00-24:00,23:00,17:00-24:00,23:00,17:00-25:00,00:00,17:00-25:00,00:00,17:00-25:00,00:00,16:00-25:00,00:00,16:00-24:00,23:00,0507-1392-8655
바란스,술집,0.0,441,서울 마포구 동교로 266-5 1층,휴무,정보 없음,17:00-27:00,01:40,17:00-27:00,01:40,17:00-27:00,01:40,17:00-27:00,01:40,17:00-27:00,01:40,17:00-27:00,정보 없음,010-8441-4846
이자카야 연정,이자카야,4.82,581,서울 마포구 양화로23길 24 2층 일부,16:00-26:00,정보 없음,16:00-26:00,정보 없음,16:00-26:00,정보 없음,16:00-26:00,정보 없음,16:00-27:00,정보 없음,16:00-27:00,정보 없음,16:00-27:00,정보 없음,0507-1370-9339
두꺼비숙성횟집 홍대본점,이자카야,4.48,620,서울 마포구 어울마당로 146-1,17:30-26:30,01:30,17:30-26:30,01:30,17:30-26:30,01:30,17:30-26:30,01:30,17:30-27:30,02:30,17:30-27:30,02:30,17:30-26:30,01:30,02-336-5215
쿠루미 1호점,이자카야,4.52,613,서울 마포구 동교로 242-13 2층,17:00-25:00,00:00,17:00-25:00,00:00,17:00-25:00,00:00,17:00-25:00,00:00,17:00-25:00,00:00,17:00-25:00,00:00,17:00-24:00,00:00,0507-1401-7315
이자카야라쿤,이자카야,4.75,407,서울 마포구 성미산로29안길 29 라쿤,12:00-24:00,23:00,12:00-24:00,23:00,12:00-24:00,23:00,12:00-24:00,23:00,12:00-24:00,23:00,12:00-24:00,23:00,12:00-24:00,23:00,0507-1315-0849
오제키,이자카야,0.0,308,서울 마포구 와우산로29바길 12 2층,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,16:00-27:00,정보 없음,16:00-27:00,정보 없음,16:00-27:00,정보 없음,16:00-27:00,정보 없음,010-4541-6804
와산상회,요리주점,0.0,322,서울 은평구 응암로11길 12-1 1층와산상회,18:00-28:00,정보 없음,18:00-28:00,정보 없음,18:00-28:00,정보 없음,18:00-28:00,정보 없음,17:30-28:00,정보 없음,17:30-28:00,정보 없음,17:30-28:00,정보 없음,0507-1333-0847
슈가레이,"맥주,호프",0.0,303,"서울 마포구 와우산로 75 1층 , 지하1층",휴무,정보 없음,휴무,정보 없음,휴무,정보 없음,휴무,정보 없음,19:00-30:00,정보 없음,19:00-30:00,정보 없음,휴무,정보 없음,010-8279-1763
요리하는도깨비오니,이자카야,0.0,335,"서울 마포구 어울마당로 75 2층, 3층",16:00-29:00,04:00,16:00-29:00,04:00,16:00-29:00,04:00,16:00-29:00,04:00,16:00-30:50,05:50,16:00-30:50,05:50,16:00-29:00,04:00,070-4384-1114
심야별장,요리주점,0.0,118,서울 서대문구 통일로 489 1층 가호,17:00-25:00,00:00,17:00-25:00,00:00,17:00-25:00,00:00,17:00-25:00,00:00,17:00-25:00,00:00,17:00-25:00,00:00,휴무,00:00,02-391-0821
심취하다,요리주점,4.93,163,서울 서대문구 명지대길 14 지하1층,17:00-26:00,01:30,17:00-26:00,01:30,17:00-26:00,01:30,17:00-26:00,01:30,17:00-26:00,01:30,17:00-26:00,01:30,17:00-26:00,01:30,0507-1311-0665
형제집,요리주점,4.61,303,서울 마포구 포은로 39 1층 형제집,휴무,정보 없음,18:00-27:00,01:30,18:00-27:00,01:30,18:00-27:00,01:30,18:00-27:00,01:30,18:00-27:00,01:30,18:00-27:00,정보 없음,0507-1489-2230
미드나잇 키친 연남점,요리주점,4.7,453,서울 마포구 동교로32길 5 1층,휴무,정보 없음,16:30-26:00,00:30,16:30-26:00,00:30,16:30-26:00,00:30,16:30-26:00,00:30,15:30-26:00,00:30,15:30-26:00,정보 없음,0507-1339-9633
아카사니,이자카야,4.89,338,서울 마포구 동교로 278 1층,17:00-24:00,23:00,17:00-24:00,23:00,17:00-24:00,23:00,17:00-24:00,23:00,17:00-24:00,23:00,17:00-24:00,23:00,17:00-24:00,23:00,0507-1488-5060
건어물녀,"맥주,호프",4.23,769,서울 마포구 양화로21길 33,14:00-28:00,정보 없음,14:00-28:00,정보 없음,14:00-28:00,정보 없음,14:00-28:00,정보 없음,14:00-29:00,정보 없음,14:00-29:00,정보 없음,14:00-28:00,정보 없음,0507-1406-3671
너가술집사장 / 너가술사,술집,0.0,145,서울 마포구 와우산로19길 19 . 2층,18:00-29:00,정보 없음,18:00-27:00,정보 없음,18:00-29:00,정보 없음,18:00-29:00,정보 없음,17:00-30:00,정보 없음,17:00-30:00,정보 없음,18:00-29:00,정보 없음,0507-1318-9046
수지상회 신촌점,요리주점,0.0,134,서울 서대문구 연세로7길 13 2층,17:00-29:00,정보 없음,17:00-29:00,정보 없음,17:00-29:00,정보 없음,17:00-29:00,정보 없음,17:00-30:00,정보 없음,17:00-30:00,정보 없음,17:00-29:00,정보 없음,0507-1483-1330
세븐펍,"맥주,호프",0.0,133,서울 마포구 동교로 209-4 지하 1층,휴무,정보 없음,18:00-26:00,01:30,18:00-26:00,01:30,18:00-26:00,01:30,18:00-28:00,03:30,18:00-28:00,03:30,18:00-26:00,정보 없음,0507-1385-6177
파리아저씨,요리주점,4.55,358,서울 마포구 홍익로5안길 42 세븐일레븐 옆,16:30-26:00,정보 없음,16:30-26:00,정보 없음,16:30-26:00,정보 없음,16:30-26:00,정보 없음,16:30-26:00,정보 없음,16:30-26:00,정보 없음,16:30-26:00,정보 없음,0507-1373-3311
단단,이자카야,4.4,534,서울 마포구 동교로 266-5,휴무,정보 없음,17:00-25:00,정보 없음,17:00-25:00,정보 없음,17:00-25:00,정보 없음,17:00-25:00,정보 없음,17:00-25:00,정보 없음,정보 없음,정보 없음,070-8824-2298
사코,이자카야,0.0,280,서울 은평구 응암로11길 12 1층,17:00-27:00,정보 없음,17:00-27:00,정보 없음,17:00-27:00,정보 없음,17:00-27:00,정보 없음,17:00-27:00,정보 없음,17:00-27:00,정보 없음,17:00-27:00,정보 없음,0507-1462-2247
아무술집 신촌점,"맥주,호프",4.28,214,서울 서대문구 연세로7길 21 1층 아무술집,17:00-27:00,정보 없음,17:00-27:00,정보 없음,17:00-27:00,정보 없음,17:00-27:00,정보 없음,17:00-27:00,정보 없음,17:00-27:00,정보 없음,17:00-27:00,정보 없음,0507-1481-8016
안짱,이자카야,0.0,382,서울 서대문구 통일로39길 32 1층 안짱,17:00-26:00,정보 없음,17:00-26:00,정보 없음,17:00-26:00,정보 없음,17:00-26:00,정보 없음,17:00-26:00,정보 없음,17:00-26:00,정보 없음,휴무,정보 없음,0507-1316-0749
사케즈키,이자카야,4.85,207,서울 서대문구 연세로7길 23 2층,18:00-24:00,23:00,18:00-24:00,23:00,18:00-24:00,23:00,18:00-24:00,23:00,18:00-25:00,00:00,18:00-25:00,00:00,휴무,23:00,0507-1313-0841
딤,술집,0.0,578,서울 마포구 와우산로29길 48-5 2층,19:30-24:00,23:30,휴무,정보 없음,19:30-24:00,23:30,19:30-24:00,23:30,19:30-24:00,23:30,17:00-26:00,01:30,17:00-23:00,23:30,010-4895-3005
역전포장마차 신촌점,술집,0.0,222,서울 서대문구 연세로7길 26 2층,17:00-25:00,정보 없음,17:00-25:00,정보 없음,17:00-25:00,정보 없음,17:00-25:00,정보 없음,17:00-26:00,정보 없음,17:00-27:00,정보 없음,17:00-25:00,정보 없음,0507-1343-3323
리파인 연남점,요리주점,0.0,117,서울 마포구 동교로 265 2층,17:00-25:00,정보 없음,17:00-25:00,정보 없음,17:00-25:00,정보 없음,17:00-25:00,정보 없음,17:00-26:00,정보 없음,17:00-26:00,정보 없음,17:00-25:00,정보 없음,0507-1366-2979
수염,"맥주,호프",4.58,394,서울 마포구 와우산로29마길 21 1층,18:00-26:00,정보 없음,18:00-26:00,정보 없음,18:00-26:00,정보 없음,18:00-26:00,정보 없음,18:00-27:00,정보 없음,17:00-27:00,정보 없음,17:00-26:00,정보 없음,02-333-0979
엄마바,요리주점,0.0,156,서울 마포구 홍익로 3-3 2층 엄마바,휴무,정보 없음,17:00-26:00,정보 없음,17:00-26:00,정보 없음,17:00-26:00,정보 없음,17:00-26:00,정보 없음,17:00-26:00,정보 없음,17:00-26:00,정보 없음,0507-1472-0126
동백상회,요리주점,0.0,426,서울 마포구 동교로30길 3 지1층 동백상회,18:00-27:00,정보 없음,18:00-27:00,정보 없음,18:00-27:00,정보 없음,18:00-27:00,정보 없음,18:00-28:00,정보 없음,16:00-28:00,정보 없음,16:00-26:00,정보 없음,0507-1367-3298
새벽,요리주점,0.0,865,"서울 마포구 어울마당로 123 ,1층 새벽",16:30-28:00,02:30,16:30-28:00,02:30,16:30-28:00,02:30,16:30-28:00,02:30,16:30-28:00,02:30,16:30-28:00,02:30,16:30-28:00,02:30,02-337-7092
원나잇,요리주점,4.44,631,서울 마포구 홍익로3길 44 러쉬 홍대점 건물(호곡빌딩) 5층,17:30-26:00,정보 없음,17:30-26:00,정보 없음,17:30-26:00,정보 없음,17:30-26:00,정보 없음,17:30-27:00,정보 없음,17:30-27:00,정보 없음,17:30-26:00,정보 없음,0507-1426-0912
신촌에가면 광대포차,요리주점,0.0,114,서울 서대문구 연세로7안길 19 1층,17:00-29:00,04:00,17:00-29:00,04:00,17:00-29:00,04:00,17:00-29:00,04:00,17:00-29:00,04:00,17:00-29:00,04:00,17:00-29:00,04:00,0507-1368-1407
고릴라요정,요리주점,4.59,176,서울 마포구 동교로46길 23 1층,17:00-26:00,16:00 - 17:00 브레이크타임,17:00-26:00,16:00 - 17:00 브레이크타임,17:00-26:00,16:00 - 17:00 브레이크타임,17:00-26:00,16:00 - 17:00 브레이크타임,17:00-26:00,16:00 - 17:00 브레이크타임,17:00-26:00,16:00 - 17:00 브레이크타임,17:00-26:00,16:00 - 17:00 브레이크타임,0507-1317-7037
혼술아틀란티스,"맥주,호프",4.78,209,서울 마포구 와우산로29길 4-36 지층 우측 혼술아틀란티스,17:30-24:30,정보 없음,18:00-24:00,정보 없음,17:30-24:30,정보 없음,17:30-24:30,정보 없음,17:30-24:30,정보 없음,17:30-25:00,정보 없음,17:30-24:00,정보 없음,0507-1307-5241
화령,요리주점,4.47,272,서울 마포구 동교로 261 1층,16:00-26:00,01:30,16:00-26:00,01:30,16:00-26:00,01:30,16:00-26:00,01:30,16:00-27:00,02:30,16:00-27:00,02:30,16:00-26:00,01:30,010-8298-0419
불철,이자카야,0.0,129,서울 마포구 동교로 266-10 B102호 불철,휴무,정보 없음,17:00-26:00,정보 없음,17:00-26:00,정보 없음,17:00-26:00,정보 없음,17:00-26:00,정보 없음,17:00-26:00,정보 없음,17:00-26:00,정보 없음,010-7788-1974
떡볶이상회,요리주점,0.0,1024,서울 마포구 어울마당로 143-3 1층,12:00-23:00,15:00 - 17:00 브레이크타임,12:00-23:00,15:00 - 17:00 브레이크타임,12:00-23:00,15:00 - 17:00 브레이크타임,12:00-23:00,15:00 - 17:00 브레이크타임,12:00-23:00,15:00 - 17:00 브레이크타임,12:00-23:00,15:00 - 17:00 브레이크타임,12:00-23:00,15:00 - 17:00 브레이크타임,0507-1344-7658
플래시백,바(BAR),0.0,282,서울 마포구 양화로21길 37 2층,14:00-25:00,00:30,14:00-25:00,00:30,14:00-25:00,00:30,14:00-25:00,00:30,14:00-26:00,01:30,13:00-26:00,01:30,13:00-24:00,00:30,0507-1392-5885
휴식당,요리주점,0.0,109,서울 마포구 동교로 43-1 1층 매장전화 부재시 01046342896,17:00-27:00,정보 없음,17:00-27:00,정보 없음,17:00-27:00,정보 없음,17:00-27:00,정보 없음,17:00-28:00,정보 없음,17:00-28:00,정보 없음,17:00-27:00,정보 없음,0507-1355-2896
홍대 노가리 포차 홍노포,요리주점,4.79,145,서울 마포구 어울마당로 136-18 103호,17:00-27:00,정보 없음,17:00-27:00,정보 없음,17:00-27:00,정보 없음,17:00-27:00,정보 없음,17:00-27:00,정보 없음,17:00-27:00,정보 없음,17:00-27:00,정보 없음,0507-1336-0481
미도리,이자카야,4.87,276,서울 마포구 동교로46길 16 지하1층,휴무,정보 없음,17:00-23:00,22:15,17:00-23:00,22:15,17:00-23:00,22:15,17:00-23:00,22:15,16:00-23:00,22:15,16:00-23:00,정보 없음,010-2299-1857
천하의문타로,이자카야,4.49,510,서울 마포구 월드컵북로4길 19 1층,18:00-25:00,00:00,18:00-25:00,00:00,18:00-25:00,00:00,18:00-25:00,00:00,18:00-25:00,00:00,18:00-25:00,00:00,18:00-25:00,00:00,02-336-3009
정이포장마차,포장마차,0.0,240,서울 마포구 홍익로5안길 24 1층 102호 정이,휴무,정보 없음,17:00-27:00,정보 없음,17:00-27:00,정보 없음,17:00-27:00,정보 없음,17:00-27:00,정보 없음,17:00-27:00,정보 없음,17:00-27:00,정보 없음,0507-1476-1286
작가 홍대본점,요리주점,0.0,857,서울 마포구 어울마당로 71,00:00-24:00,정보 없음,00:00-24:00,정보 없음,00:00-24:00,정보 없음,00:00-24:00,정보 없음,00:00-24:00,정보 없음,00:00-24:00,정보 없음,00:00-24:00,정보 없음,02-337-5224
주땅,"맥주,호프",4.81,256,서울 서대문구 통일로 436 지층,17:00-29:00,04:00,17:00-29:00,04:00,17:00-29:00,04:00,17:00-29:00,04:00,17:00-29:00,04:00,17:00-29:00,04:00,17:00-29:00,04:00,070-8833-3265
사부아르 1983,술집,0.0,100,서울 서대문구 응암로1길 15 1층,휴무,정보 없음,18:00-26:00,01:00,18:00-26:00,01:00,18:00-26:00,01:00,18:00-26:00,01:00,18:00-26:00,01:00,18:00-26:00,정보 없음,0507-1318-1983
더파이브올스,술집,4.51,281,서울 마포구 와우산로29길 26-5 반지하,18:00-25:00,23:30,18:00-25:00,23:30,18:00-25:00,23:30,18:00-25:00,23:30,17:00-26:00,00:30,17:00-26:00,00:30,17:00-25:00,23:30,02-322-3966
술취한여행자,요리주점,0.0,82,서울 마포구 어울마당로 136-6 1층,17:00-28:00,03:00,17:00-28:00,03:00,17:00-28:00,03:00,17:00-28:00,03:00,17:00-28:00,03:00,17:00-28:00,03:00,휴무,03:00,0507-1340-2480
오이시 나베,요리주점,4.62,397,서울 마포구 어울마당로 136-5 2층,휴무,정보 없음,17:00-23:50,정보 없음,17:00-23:50,정보 없음,17:00-23:50,정보 없음,17:00-23:50,정보 없음,17:00-23:50,정보 없음,17:00-23:50,정보 없음,0507-1316-1365
술고래유괴단,"맥주,호프",0.0,161,서울 은평구 응암로13길 25-1 1층,18:00-28:00,정보 없음,18:00-28:00,정보 없음,휴무,정보 없음,18:00-28:00,정보 없음,18:00-28:00,정보 없음,18:00-28:00,정보 없음,18:00-28:00,정보 없음,010-8944-1129
홍대 달동네,요리주점,4.2,582,서울 마포구 와우산로29길 60 지층,17:00-28:00,정보 없음,17:00-28:00,정보 없음,17:00-28:00,정보 없음,17:00-28:00,정보 없음,17:00-28:00,정보 없음,17:00-28:00,정보 없음,17:00-28:00,정보 없음,0507-1308-9405
하이쿠모,요리주점,0.0,57,서울 서대문구 증가로29길 40 1층,휴무,정보 없음,17:00-26:00,정보 없음,17:00-26:00,정보 없음,17:00-26:00,정보 없음,17:00-26:00,정보 없음,17:00-26:00,정보 없음,17:00-26:00,정보 없음,0507-1484-1065
레코드피자,"맥주,호프",0.0,290,서울 마포구 와우산로32길 40 1층 레코드피자,휴무,정보 없음,17:00-25:00,00:30,17:00-25:00,00:30,17:00-25:00,00:30,17:00-25:00,00:30,17:00-25:00,00:30,17:00-25:00,정보 없음,010-5480-7007
이마치,요리주점,4.5,654,서울 마포구 성미산로29안길 19-7 2층 이마치 (1층은 심원 한 층 더 올라오세요),휴무,정보 없음,14:30-23:00,22:00,14:30-23:00,22:00,14:30-23:00,22:00,14:30-23:00,22:00,14:30-23:00,22:00,14:30-23:00,정보 없음,0507-1396-8557
사꼬,이자카야,4.91,137,서울 서대문구 통일로 396-3 1층,17:00-25:00,정보 없음,17:00-25:00,정보 없음,17:00-25:00,정보 없음,17:00-25:00,정보 없음,17:00-25:00,정보 없음,17:00-25:00,정보 없음,휴무,정보 없음,0507-1383-9523
주로,요리주점,0.0,63,서울 마포구 월드컵로19길 42 2층,17:30-25:00,00:00,휴무,정보 없음,17:30-25:00,00:00,17:30-25:00,00:00,17:30-26:00,01:00,17:30-26:00,01:00,17:30-25:00,00:00,0507-1355-1575
