name,type,star_rating,review_sum,address,월opening_hours,월last_order_time,화opening_hours,화last_order_time,수opening_hours,수last_order_time,목opening_hours,목last_order_time,금opening_hours,금last_order_time,토opening_hours,토last_order_time,일opening_hours,일last_order_time,contact
개화기요정,요리주점,4.7,504,서울 마포구 독막로7길 22 개화기요정,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,02-325-6677
깊은숲,"맥주,호프",4.73,661,서울 마포구 독막로 27,휴무,정보 없음,18:00-25:00,정보 없음,18:00-25:00,정보 없음,18:00-25:00,정보 없음,18:00-26:00,정보 없음,17:00-26:00,정보 없음,17:00-24:00,정보 없음,0507-1410-6865
조선시대,요리주점,4.73,661,서울 마포구 홍익로3길 44 지하1층,17:30-28:00,정보 없음,17:30-28:00,정보 없음,17:30-28:00,정보 없음,17:30-28:00,정보 없음,17:30-28:00,정보 없음,17:30-28:00,정보 없음,17:30-28:00,정보 없음,0507-1478-1045
몽주방,요리주점,0.0,726,서울 마포구 독막로7길 20 1층,16:00-26:30,정보 없음,16:00-26:30,정보 없음,16:00-26:30,정보 없음,16:00-26:30,정보 없음,16:00-26:30,정보 없음,16:00-26:30,정보 없음,16:00-26:30,정보 없음,0507-1364-7875
가로수포차,요리주점,0.0,316,서울 마포구 잔다리로6길 34-13 가로수포차,17:00-26:30,정보 없음,17:00-26:30,정보 없음,17:00-26:30,정보 없음,17:00-26:30,정보 없음,17:00-26:30,정보 없음,17:00-26:30,정보 없음,17:00-26:30,정보 없음,010-7357-2551
사카바 토리야,이자카야,0.0,812,서울 마포구 독막로3길 38 2층,휴무,정보 없음,18:00-26:00,01:30,18:00-26:00,01:30,18:00-26:00,01:30,17:00-26:00,01:30,17:00-26:00,01:30,17:00-26:00,정보 없음,0507-1353-4741
낮달,요리주점,4.37,840,서울 마포구 독막로5길 8 1층 낮달,17:00-26:00,정보 없음,15:00-26:00,정보 없음,15:00-26:00,정보 없음,15:00-26:00,정보 없음,15:00-26:00,정보 없음,14:00-26:00,정보 없음,14:00-25:00,정보 없음,0507-1312-0597
우규,이자카야,4.37,840,서울 마포구 독막로3길 21 1.5층,17:00-26:00,정보 없음,17:00-26:00,정보 없음,17:00-26:00,정보 없음,17:00-26:00,정보 없음,17:00-26:00,정보 없음,16:00-26:00,정보 없음,16:00-26:00,정보 없음,0507-1448-3465
몽주막,요리주점,4.93,627,서울 마포구 독막로9길 12 1층 몽주막,16:00-25:00,00:30,16:00-25:00,00:30,16:00-25:00,00:30,16:00-25:00,00:30,16:00-26:30,02:00,15:00-26:30,02:00,15:30-25:00,00:30,0507-1353-3844
금강산호프,"맥주,호프",4.56,426,서울 마포구 성지길 18,15:00-26:00,정보 없음,15:00-26:00,정보 없음,15:00-26:00,정보 없음,15:00-26:00,정보 없음,15:00-26:00,정보 없음,15:00-26:00,정보 없음,15:00-26:00,정보 없음,02-334-8120
지하102호 5호점,이자카야,4.56,426,"서울 마포구 독막로3길 13 1층, 2층, 3층",14:00-30:00,05:30,14:00-30:00,05:30,14:00-30:00,05:30,14:00-30:00,05:30,14:00-30:00,05:30,14:00-30:00,05:30,14:00-30:00,05:30,0507-1357-1025
합정유리,요리주점,0.0,342,서울 마포구 양화로6길 99-11 2층,17:00-25:00,00:00,휴무,정보 없음,17:00-25:00,00:00,17:00-25:00,00:00,17:00-25:00,00:00,14:00-25:00,00:00,14:00-25:00,00:00,0507-1352-2195
모양,요리주점,0.0,435,서울 마포구 독막로3길 24-9 1층,17:00-24:00,23:30,17:00-24:00,23:30,17:00-24:00,23:30,17:00-24:00,23:30,17:00-25:00,00:30,17:00-25:00,00:30,17:00-24:00,23:30,0507-1383-1032
사람사는이야기442,요리주점,4.45,613,서울 마포구 어울마당로5길 52 사사이,16:30-29:00,04:00,16:30-29:00,04:00,16:30-29:00,04:00,16:30-29:00,04:00,16:30-29:00,04:00,15:30-29:00,04:00,15:30-29:00,04:00,0507-1337-0442
버드폭,요리주점,4.45,613,서울 영등포구 양평로22길 21 1층 A106호,11:30-23:00,14:00 - 17:00 브레이크타임,11:30-23:00,14:00 - 17:00 브레이크타임,11:30-23:00,14:00 - 17:00 브레이크타임,11:30-23:00,14:00 - 17:00 브레이크타임,11:30-23:00,14:00 - 17:00 브레이크타임,17:00-23:00,22:00,휴무,14:00 - 17:00 브레이크타임,0507-1370-0535
별그리는바다,이자카야,4.66,304,서울 마포구 어울마당로5길 17 1층,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,0507-1361-4011
지하102호 2호점,이자카야,4.96,476,서울 마포구 독막로3길 39 1층,15:00-26:00,정보 없음,15:00-26:00,정보 없음,15:00-26:00,정보 없음,15:00-26:00,정보 없음,15:00-28:00,정보 없음,15:00-28:00,정보 없음,15:00-26:00,정보 없음,0507-1388-8648
과일가게,술집,4.96,476,서울 마포구 동교로 40,18:00-25:00,정보 없음,18:00-25:00,정보 없음,18:00-25:00,정보 없음,18:00-25:00,정보 없음,18:00-25:00,정보 없음,18:00-25:00,정보 없음,휴무,정보 없음,02-336-3859
세부인보드카,요리주점,4.22,441,서울 마포구 양화로6길 65 2층,17:00-27:00,정보 없음,17:00-27:00,정보 없음,17:00-27:00,정보 없음,17:00-27:00,정보 없음,17:00-27:00,정보 없음,15:00-27:00,정보 없음,15:00-27:00,정보 없음,0507-1363-3634
호랑이,요리주점,4.22,441,서울 마포구 성지3길 23,18:00-24:00,23:00,18:00-24:00,23:00,18:00-24:00,23:00,18:00-24:00,23:00,18:00-24:00,23:00,18:00-24:00,23:00,18:00-24:00,23:00,010-5567-1637
색다른한잔,"맥주,호프",4.16,234,서울 마포구 독막로2길 35 1층 색다른한잔,18:00-24:00,정보 없음,16:00-25:00,정보 없음,17:00-25:00,정보 없음,16:00-25:00,정보 없음,17:00-26:00,정보 없음,16:00-26:00,정보 없음,17:00-25:00,정보 없음,070-4222-4198
모이정,이자카야,4.42,564,서울 마포구 성미산로 122 1층,17:00-25:00,00:00,17:00-25:00,00:00,17:00-25:00,00:00,17:00-25:00,00:00,17:00-25:00,00:00,17:00-25:00,00:00,17:00-25:00,00:00,0507-1381-2885
카사블랑코,"맥주,호프",4.54,424,서울 마포구 양화로1길 29 1층,16:00-26:00,정보 없음,16:00-26:00,정보 없음,16:00-26:00,정보 없음,16:00-26:00,정보 없음,16:00-26:00,정보 없음,16:00-26:00,정보 없음,16:00-26:00,정보 없음,0507-1484-9596
무니,이자카야,4.34,446,서울 마포구 양화로8길 32-15 1층,17:30-24:00,23:15,17:30-24:00,23:15,17:30-24:00,23:15,17:30-24:00,23:15,17:30-25:00,00:15,17:30-25:00,00:15,17:30-24:00,23:15,070-4100-1510
이목,요리주점,4.49,206,서울 마포구 독막로3길 17 2층,11:30-24:00,14:30 - 17:00 브레이크타임,11:30-24:00,14:30 - 17:00 브레이크타임,11:30-24:00,14:30 - 17:00 브레이크타임,11:30-24:00,14:30 - 17:00 브레이크타임,11:30-25:00,00:00,17:00-25:00,00:00,휴무,14:30 - 17:00 브레이크타임,02-6404-0101
철판집,요리주점,4.9,396,서울 마포구 독막로3길 24-11 1층 철판집,17:00-25:30,00:30,17:00-25:30,00:30,17:00-25:30,00:30,17:00-25:30,00:30,17:00-26:30,01:30,17:00-26:30,01:30,17:00-25:30,00:30,0507-1483-9233
히게쯔라,이자카야,0.0,505,서울 마포구 양화로1길 42 1층,16:00-24:00,23:00,16:00-24:00,23:00,16:00-24:00,23:00,16:00-24:00,23:00,16:00-25:00,00:00,16:00-25:00,00:00,16:00-24:00,23:00,0507-1317-4883
넉탐,요리주점,4.39,315,서울 마포구 양화로1길 25,16:00-26:00,정보 없음,16:00-26:00,정보 없음,16:00-26:00,정보 없음,16:00-26:00,정보 없음,16:00-26:00,정보 없음,16:00-26:00,정보 없음,16:00-26:00,정보 없음,0507-1345-5640
88양자카야,이자카야,4.39,315,서울 마포구 독막로3길 28 지층 88양자카야,18:00-26:00,정보 없음,18:00-26:00,정보 없음,18:00-26:00,정보 없음,18:00-26:00,정보 없음,18:00-26:00,정보 없음,18:00-26:00,정보 없음,18:00-26:00,정보 없음,0507-1336-2374
시소,요리주점,4.25,191,서울 마포구 독막로 43-1 3층 시소,휴무,정보 없음,17:00-25:00,정보 없음,17:00-25:00,정보 없음,17:00-25:00,정보 없음,17:00-25:00,정보 없음,17:00-25:00,정보 없음,17:00-25:00,정보 없음,0507-1412-8744
노리터,요리주점,4.7,225,서울 마포구 독막로7길 23 4층,휴무,정보 없음,휴무,정보 없음,17:00-24:00,정보 없음,17:00-24:00,정보 없음,17:00-26:00,정보 없음,17:00-26:00,정보 없음,17:00-24:00,정보 없음,정보 없음
펍차 아지트,요리주점,4.66,265,서울 마포구 동교로 177,18:00-26:00,정보 없음,휴무,정보 없음,18:00-26:00,정보 없음,18:00-26:00,정보 없음,18:00-28:00,정보 없음,18:00-28:00,정보 없음,18:00-26:00,정보 없음,010-6559-2889
초월집,요리주점,4.89,301,서울 마포구 독막로7길 45 2층 초월집,17:00-24:00,정보 없음,17:00-24:00,정보 없음,17:00-24:00,정보 없음,17:00-24:00,정보 없음,17:00-26:00,정보 없음,16:00-26:00,정보 없음,휴무,정보 없음,02-336-3328
0.5,요리주점,0.0,218,서울 마포구 독막로9길 33 반지하 0.5,휴무,정보 없음,17:00-26:00,정보 없음,17:00-26:00,정보 없음,17:00-26:00,정보 없음,17:00-26:00,정보 없음,17:00-26:00,정보 없음,17:00-26:00,정보 없음,0507-1409-0716
술생술사,요리주점,0.0,654,서울 마포구 독막로3길 51 술생술사,17:00-26:00,01:30,17:00-26:00,01:30,17:00-26:00,01:30,17:00-26:00,01:30,17:00-26:00,01:30,15:00-26:00,01:30,17:00-24:00,01:30,정보 없음
7번방 룸포차,포장마차,0.0,654,서울 마포구 어울마당로 62,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,0507-1496-3554
아니키,요리주점,0.0,312,서울 마포구 어울마당로5길 47 1층,17:00-26:00,01:00,17:00-26:00,01:00,17:00-26:00,01:00,17:00-26:00,01:00,17:00-27:00,02:00,17:00-27:00,02:00,17:00-26:00,01:00,0507-1355-4684
포킹94,"맥주,호프",0.0,176,서울 마포구 어울마당로 53 2층,16:00-26:00,01:30,휴무,정보 없음,16:00-26:00,01:30,16:00-26:00,01:30,16:00-27:00,02:30,14:00-27:00,02:30,16:00-26:00,01:30,0507-1312-7146
꿀벌,이자카야,4.81,550,서울 마포구 어울마당로 43 2층,17:00-26:00,정보 없음,17:00-26:00,정보 없음,17:00-26:00,정보 없음,17:00-26:00,정보 없음,17:00-29:00,정보 없음,12:00-29:00,정보 없음,12:00-22:30,정보 없음,0507-1386-8849
합정공감,이자카야,4.81,550,서울 마포구 양화로6길 49 2F,16:00-26:00,정보 없음,16:00-26:00,정보 없음,16:00-26:00,정보 없음,16:00-26:00,정보 없음,16:00-26:00,정보 없음,16:00-26:00,정보 없음,16:00-26:00,정보 없음,0507-1423-4733
김씨네심야식당,이자카야,4.53,786,서울 마포구 와우산로3길 28,18:00-27:00,02:00,18:00-27:00,02:00,18:00-27:00,02:00,18:00-27:00,02:00,18:00-27:00,02:00,17:00-27:00,02:00,휴무,02:00,02-6339-1366
바코포차,요리주점,4.53,786,서울 마포구 독막로3길 35 1층,18:00-27:00,정보 없음,18:00-27:00,정보 없음,18:00-27:00,정보 없음,18:00-27:00,정보 없음,18:00-27:00,정보 없음,18:00-27:00,정보 없음,18:00-27:00,정보 없음,0507-1368-1337
로타리,이자카야,4.4,642,서울 마포구 양화로 56 동양한강트레벨 b103-2 로타리,17:00-36:30,11:50,17:00-36:30,11:50,17:00-36:30,11:50,17:00-36:30,11:50,17:00-26:00,01:20,17:00-26:00,01:20,17:00-36:30,11:50,0507-1385-7823
그늘,요리주점,0.0,82,서울 마포구 독막로3길 33-3 지1층 그늘,16:00-27:00,01:30,16:00-27:00,01:30,16:00-27:00,01:30,16:00-27:00,01:30,16:00-27:00,01:30,16:00-27:00,01:30,16:00-27:00,01:30,0507-1341-8480
파리아저씨,요리주점,4.55,357,서울 마포구 홍익로5안길 42 세븐일레븐 옆,16:30-26:00,정보 없음,16:30-26:00,정보 없음,16:30-26:00,정보 없음,16:30-26:00,정보 없음,16:30-26:00,정보 없음,16:30-26:00,정보 없음,16:30-26:00,정보 없음,0507-1373-3311
남자식탁,이자카야,4.55,357,서울 마포구 월드컵로3길 31-8 1층 남자식탁,17:30-23:00,22:00,17:30-23:00,22:00,17:30-23:00,22:00,17:30-23:00,22:00,17:30-23:00,22:00,17:00-23:00,22:00,휴무,22:00,0507-1324-3035
지하102호 4호점,이자카야,4.57,502,서울 마포구 독막로3길 29 지하1층,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,0507-1300-8648
정이포장마차,포장마차,0.0,237,서울 마포구 홍익로5안길 24 1층 102호 정이,휴무,정보 없음,17:00-27:00,정보 없음,17:00-27:00,정보 없음,17:00-27:00,정보 없음,17:00-27:00,정보 없음,17:00-27:00,정보 없음,17:00-27:00,정보 없음,0507-1476-1286
지하102호 3호점,이자카야,0.0,315,서울 마포구 양화로6길 57-22 지층 101호,17:00-27:00,정보 없음,17:00-27:00,정보 없음,17:00-27:00,정보 없음,17:00-27:00,정보 없음,14:00-29:00,정보 없음,14:00-29:00,정보 없음,14:00-29:00,정보 없음,0507-1369-4568
원나잇,요리주점,4.44,630,서울 마포구 홍익로3길 44 러쉬 홍대점 건물(호곡빌딩) 5층,17:30-26:00,정보 없음,17:30-26:00,정보 없음,17:30-26:00,정보 없음,17:30-26:00,정보 없음,17:30-27:00,정보 없음,17:30-27:00,정보 없음,17:30-26:00,정보 없음,0507-1426-0912
형제집,요리주점,4.44,630,서울 마포구 포은로 39 1층 형제집,휴무,정보 없음,18:00-27:00,01:30,18:00-27:00,01:30,18:00-27:00,01:30,18:00-27:00,01:30,18:00-27:00,01:30,18:00-27:00,정보 없음,0507-1489-2230
윤슬,요리주점,4.61,299,서울 마포구 독막로4길 9 1층 가운데 검정문,휴무,정보 없음,17:00-24:00,정보 없음,17:00-24:00,정보 없음,17:00-24:00,정보 없음,17:00-25:00,정보 없음,17:00-25:00,정보 없음,17:00-24:00,정보 없음,02-6081-2200
추자로557,이자카야,4.96,182,서울 마포구 양화로8길 14,17:30-24:00,정보 없음,17:30-24:00,정보 없음,17:30-24:00,정보 없음,17:30-24:00,정보 없음,17:30-24:00,정보 없음,17:30-24:00,정보 없음,휴무,정보 없음,0507-1355-5575
